Unnamed: 0,statement,status
1183,"I'll be celebrating Eid soon, if I make a mistake, I'll ask for THR, okay?",Normal
1184,"Well, I changed my name :) fortunately, if you're not tempted by the icy pattern, you have to take all 270k",Normal
1185,"The Governor of East Java Province expressed his appreciation, coz the Regent who has conveyed it in detail. Today, the agricultural sector really needs to adapt to agricultural technology as well as the fishery sector",Normal
1186,sch! Mandiri PTN that can register for KIPK (so you don't have to pay the registration fee) other than Unpad or what?? thank you,Normal
1187,"eh, have you worked?not yet. Work there. sell ... yourself tuh sabiâ€ .â€œðŸ™‚ ok, thanks for the advice. I'll tyr ..emg this one convo with my sister is another level bruh",Normal
1188,sablay again ,Normal
1189,dipins is coming,Normal
1190,"Jaks? Chub, Tara quickie. No f2f. Featured. G! Messenger back cam.",Normal
1191,"if you are not comfortable with me, yws curry says. I'm here, I'm looking at old topics, it's delicious, and maths topics. I'm uncomfortable talking about it. bajincoeg",Normal
1192,there are still assignments,Normal
1193,"1.71 shouldn't be, the problem is that if 1.71 is trended, 1 disappears, so it's just 71",Normal
1194,Constructive,Normal
1195,MORNING ASK FOR FERTILIZER,Normal
1196,slut moment,Normal
1197,Overthinking in the morning. Very delicious breakfast,Normal
1198,"lm want to join ressh ap prem which is open for 4 months, is there?",Normal
1199,Jordan is the best basketball player ever,Normal
1200,There is no other job besides work,Normal
1201,"These iols want to try their luck at the police station, not try the worst fate without a letter. iols tk that stupid yee",Normal
1202,"Sleeping after dawn, it's definitely a random dream, which is clear anymore",Normal
1203,"Why is it that students who are not polite are criticized after a long time, but it's the turn of the lecturers who are rich like that, they're usually just so annoyed in the morning",Normal
1204,"but the original is the funniest ship, jaemin yeji, isn't it, not in a negative sense, huh....like the head of the class who is fierce with a naughty boy who likes to tease a pretty girl",Normal
1205,"Kuy- wtb pc haechan is smooth or damage is thin, gpp immediately drops the price",Normal
1206,Want to make a simple cake but don't know what to do °,Normal
1207,Okay buddy okay,Normal
1208,for the angst AU wp banginho/chanmin,Normal
1209,CUET life fucked up,Normal
1210,let's mutual? just like,Normal
1211,What's wrong with my campus ¡,Normal
1212,want to find mutuals that often + attitude. help,Normal
1213,I feel like I'm taking a bus,Normal
1214,"It's good to be eye literate, receive 300 thousand",Normal
1215,"Let's start again, no one replies to my chats",Normal
1216,"fck zooming in for more than an hour has been postponed, when people are gone, they just respond, it's not clear 'Ž",Normal
1217,"This girl, if she wears a hood, she's wearing a snowcap, I look like a girl, it's not true",Normal
1218,I give up!,Normal
1219,Boey 101,Normal
1220,Hate the dream doesn't end,Normal
1221,"look at the template, TT 1 typo",Normal
1222,Wanna eat first?,Normal
1223,Want to take a shower first,Normal
1224,Just on again,Normal
1225,"After studying the diversity of students and having an overview of the characteristics of students, we can make a learning plan that is appropriate and can accommodate all the diversity that exists in the class..#GBBInclusive #PendidikanInlusif",Normal
1226,"Alhamdulillah, there are many who are caring. I is sebak. Sobsob :,)",Normal
1227,"""Dear women"" Later on Eid, don't ask for forgiveness, okay.. women are always right.",Normal
1228,crying again..,Normal
1229,Bj! Need who can analyze the application for judicial review of the Court. drop v plsss,Normal
1230,It's good to listen to ATEEZ's song in the morning,Normal
1231,YaAllah thanks for everything,Normal
1232,Lurr reliable and safe online zakat info ™ ™ ™,Normal
1233,can we go home ok ,Normal
1234,"At this hour I just woke up, even though yesterday I have made preparations, I have to be productive",Normal
1235,"Happiness is not measured by how much you have, but by feeling grateful for what you have.",Normal
1236,"If you want something you haven't had, then you're going to have to do something you've never done.",Normal
1237,"If you think, ""Seungkwan is really gentle, hey..... Arrived"" just swayed to Seungkwan",Normal
1238,Bumbleby Sakakallen au,Normal
1239,think it's sunday,Normal
1240,are you on holiday?,Normal
1241,Mitsuru-senpai is seriously hurt.,Normal
1242,"Can anyone jockey the Based task? Ordered to change paragraphs from inductive to deductive, compose paragraphs, etc.",Normal
1243,"My version of a random dream after dawn: again at coffeeshop Semarang with gadgetainment. Then there's a stranger forcing me to take my cellphone .. it didn't take long to turn it over, when I turned it over there was already a call from a new number with a strange name at the same time a guy appeared.. ..wallahi",Normal
1244,Can you itemin your hair without dyeing it?,Normal
1245,"Slowres, I'm still accompanying my sister to prepare for the dog / gananya",Normal
1246,you are noisy :v,Normal
1247,Itchy nose,Normal
1248,"marie be friends with me before hot sauce mv release, help rt/ like moots!! thank you!!",Normal
1249,my morning,Normal
1250,"Why is this foreigner 2 coming to Indonesia? Bejibun lg. Pdhl your own citizen can't go home. Hadeehh. The reason is that foreigners have followed procedures, quarantines, etc., it doesn't make sense. Ambyar ambyaarr. Sbr, friends who are on Eid can't go home. I hope that you and your parents and friends can be in good health, amen.",Normal
1251,"For the sake of it, when I woke up, I immediately remembered that tonight there will be a concept trailer",Normal
1252,at ko nutmeg keri ¡,Normal
1253,Why do you miss it? Ha koe ki sopone?,Normal
1254,"Morning Malioboro, err, Sayo, this afternoon, how are you, Sanoh....",Normal
1255,Okni Kuma Burger,Normal
1256,the cake is fine,Normal
1257,"A pair of lovers, without any jealousy? .I jumped from the city of high cliffs...",Normal
1258,it's fun scrolling tl forgot to join zoom luckily there isn't a teacher,Normal
1259,"Naruto hasn't been in action for a long time, you can also watch 1 ep",Normal
1260,Is there still an account with Gojo's countdown coming out of the gas box? wkwkwk what if they post gojo clay cover jjk vol 16 AHAHAHAHAHAHAHA,Normal
1261,Lemau is right ©,Normal
1262,Tomorrow is funday,Normal
1263,"shocked suddenly"" to logout",Normal
1264,"kaeya, diluc, zhongli, childe if you join it's like a Japanese boy group",Normal
1265,Forhad sir so decent person,Normal
1266,"If you want a good-looking partner but don't know your own face, you're as skinny as Japan, are you worried when you're black?",Normal
1267,crying dreamis?,Normal
1268,todo list,Normal
1269,"After seeing vt people, the view of the hills of Semar, Mojokerto. COME ON GET",Normal
1270,Come home early buddy,Normal
1271,"If the govt announces a total lockdown once again, I'm determined to get married!",Normal
1272,"not sleeping like this, how's it going WKWKKW",Normal
1273,"If you go abroad, just admit to people that you are native to the surrounding area, surely you will not be entrusted with souvenirs",Normal
1274,keep it up hahaha,Normal
1275,Nice picture,Normal
1276,cpa agy yh?? Hmmm,Normal
1277,"There are people who died, their friends didn't support them, they even asked ""have a congenital disease?"" ❤",Normal
1278,RENGOKU,Normal
1279,The match cycle I had.Buy-brought-out-lost.,Normal
1280,"nctb! jewel case dream, which doesn't have a poster, you can choose members using dhl, pls rep fp with dp",Normal
1281,"college but it's like not going to college, but not on vacation too confused",Normal
1282,I often dream during the day np da :(,Normal
1283,"The romantic guy when he wants to eat at the warteg, the warteg is hugged from behind and then asks ""what are you cooking today, honey?""",Normal
1284,CyberSecurity,Normal
1285,Who's free this morning?,Normal
1286,"I want a vaccine, but many are affected by eating like starving people. I'm on a diet :(",Normal
1287,I'm already nervous since last night until Ningning,Normal
1288,crazy fast wednesday already takbiran,Normal
1289,It's the fear of losing that makes me jealous too much,Normal
1290,Morning,Normal
1291,I like it like hiiiihhhhhhh see that in the hereafter the Israelis ¡,Normal
1292,Keep working because the installments don't look at the holidays.,Normal
1293,"it's still early, there's a lot of effort, the preparations are fast, thanks for me '¥",Normal
1294,"I haven't showered yet, give me motivation to take a shower",Normal
1295,Want to lick your own spit but afraid to regret it,Normal
1296,surfing the net,Normal
1297,this morning why isn't it full of kissing,Normal
1298,do you know c,Normal
1299,"It's critical that my sister in 6th grade already knows the mark. Yesterday also asked for a bikini case like me, but the member is Yuta",Normal
1300,"army or hybe stan mutualan yuuu!! .help like/rt, thank you 'œâœ¨",Normal
1301,Hi! Buddy,Normal
1302,"2 matkul already fixed today's holiday. Only 1 left, Bismillah, it's a holiday too, God amen",Normal
1303,"Even if the border from Banjarmasin to Banjarbaru is open, is it still open tomorrow?",Normal
1304,Do not blame yourself for a wrong decision. Everyone makes it. Make them a lesson for your next decision.,Normal
1305,It sucks that a lot of booths are looking down on you because of the trend.,Normal
1306,I want to have turmeric fried cuttlefish. Is there a special recipe?,Normal
1307,"moots, let's just get to know you, I'm nala you?",Normal
1308,"the morning shower is delicious too, fresh",Normal
1309,bookmark au dong but not read€,Normal
1310,No one has asked you to notify my story. Why do I really have to notify your story? Strange,Normal
1311,Why is my school so different? the others have passed why do i still have assignments and exams,Normal
1312,DEAR ALLAH,Normal
1313,I'm so tired at home and don't have friends like this,Normal
1314,the dog is my account flop,Normal
1315,"Honestly, I'm really crazy, suspend even laugh",Normal
1316,ALREADY HAPPY WITH ELYEESEN,Normal
1317,"nctn! Is there anyone who will restock the reusable cup js or not, will there be a budget later because huhu:"") or can someone book a small slot, pay right away, thanks",Normal
1318,Nabihah Iqbalâ€”Zone 1 to 6000,Normal
1319,"If you arrive in Indonesia, how much will it be?",Normal
1320,Is jealousy normal?,Normal
1321,My brother will definitely get it,Normal
1322,Dreamies that CB I'm excited about,Normal
1323,"Come on, what do you say to dreamies",Normal
1324,"Who is koro koro this morning """,Normal
1325,"You don't have to know, ayuri, you don't have to know.",Normal
1326,Morning,Normal
1327,"The difference is small, the big one is humanity",Normal
1328,"eh, haven't bought an envelope yet, oh my God –..BUTTEREADY ON BBMAS ..I vote for 'BTS' #Dynamite for ( Son Sung Deuk ) for #FaveChoreography at #iHeartAwards",Normal
1329,"NCT DREAM MILLION SELLER. The youngest child is officially a millon seller very happy ², let's be double millon seller for dreamies..Sijeuni is also welcome for later and thank you very much for sijeuni for making dremies become million seller luv u sijeuniðŸ' 'š",Normal
1330,this seems to be a flop ”,Normal
1331,como q jyp palmo,Normal
1332,"I miss feeling the atmosphere while walking around, there are people selling lemang at the edge of the road """,Normal
1333,don't replace ava?,Normal
1334,"The charred food that heated the stove, dad who got angry with my mom",Normal
1335,WHY IS JIMIN HOT HANDSOME?,Normal
1336,"""The key to unlocking pleasure is PATIENCE while the key to closing it is laziness."" (Ali bin Abi Talib)",Normal
1337,"pe, I want to look for this pcar,, gx I don't know the original, I want to ask a friend again, but if you get lucky, you can't have a boyfriend, if it's past it helps rt yy thanks love °",Normal
1338,"I have sore eyes, where do I want to go for Eid",Normal
1339,say HBD RENGOKU OR SAY NO MORE,Normal
1340,People don't really think it's weird.,Normal
1341,"Every time I see yoshi selca with other members, it feels really good â",Normal
1342,why is this so nauseous,Normal
1343,"It's people's turn to really need help, just look at it, it's people's turn to take care of personal matters until they are found out. hadeh, Indonesian ppl.",Normal
1344,Member of Akatsuki!#Bot,Normal
1345,make it easy,Normal
1346,Community Garbage >> MekelSungg << bruakakakakakak :v,Normal
1347,Bai now,Normal
1348,Want a mountain of tasks for Eid :),Normal
1349,punyetaaaaaaa,Normal
1350,"When you want to finish studying, you want to start a new life again",Normal
1351,keep promoting even though no one buys #semangat,Normal
1352,Emthan el ict baad kam sa3a still adra asada',Normal
1353,in the morning already made emotional â,Normal
1354,I cry hearing it,Normal
1355,why can't your eyes be so empty,Normal
1356,danganronpa,Normal
1357,"Sometimes we are very good at advising or judging others, but not for ourselves.",Normal
1358,no me creo lo d yp,Normal
1359,"10. Especially for this month the Cheapest Netfix Account Promo is only 15K, ordering info can directly DM or check Pined for more information.",Normal
1360,"Please PRU15 later UMNO slaves don't forget the memories that you are part of this #Kingdom of Failure. A little responsible. Anyway, thanks go to UMNO, PAS and BERSATU who have saved PH Mahathir's reputation with this #KearajaanGagal combination",Normal
1361,God take care of him when I'm not beside him,Normal
1362,"No matter how difficult your journey is, always remember God, so that your safety is always maintained.",Normal
1363,"""It is forbidden for Muslims to break friendship for more than 3 days, and it is the best who greets first."" (Narrated by Bukhari and Muslim) Ramadan Increases Piety."" ±ï¸ '¡. #C62Gu",Normal
1364,Hadeh 5 days the goods at jnt are the same as the fast stay wkwkwk,Normal
1365,start your morning with a marathon au '˜ðŸ'˜,Normal
1366,"callalos antuna,",Normal
1367,Immediately open the door of your heart to receive His guidance and open your heart to sincerely repent to Him.,Normal
1368,"oh God, I laugh so much when I remember that there was a small child in the mosque near my house, even though I was still singing right before the Maghrib call to prayer :(",Normal
1369,"When Herjunot Ali said....""I've had one chance. I've held on tight and don't want to let go.. butiiiiii when God says 'LEPAS', it will be released"" ‚",Normal
1370,pakyoo!,Normal
1371,When did my brother think?,Normal
1372,"eh, iTunes and Apple Music can't only be used for the iPhone or not? how about it??",Normal
1373,"I regret that yesterday when it rained it didn't stop, instead it broke through the rain at 11 pm",Normal
1374,Modern keko hanginiz ?,Normal
1375,"Finally, I dared to tell my mother that I wasn't with her anymore :""). Why is my mother crying so hard: "" I'm sure my mother knows that I have never played with someone's feelings and know that when her child loves her, she can do anything for that person & now his son's position is being wasted :)",Normal
1376,"You will definitely get the best men, come and pray to God, and improve yourself..-you can do it, goodluck.",Normal
1377,Want to have a lover,Normal
1378,yukari is so nice,Normal
1379,Terrible yall just woke up. The fate of the class is not over anymore,Normal
1380,Burak Ozdemirrr <3,Normal
1381,ngl snakes,Normal
1382,Leoooo!!,Normal
1383,Ryuga really looks like Eza when he was little,Normal
1384,NAOH CULIAOOOO,Normal
1385,It's really hard to find international journals.,Normal
1386,"nctn! taeyong, jaehyun, taeil, mark, jeno collector, try dropping the wl, who knows i'll be there, i'll bang on the dm! + budget yaa",Normal
1387,Oiyaaa vlive at 3 o'clock huh?,Normal
1388,"Hehehe, I heard that many people have arrived in Kelantan, right?",Normal
1389,Lombok's bureaucracy is very fast. Usually long and slow but this wasn't,Normal
1390,Are you a liberal activist?,Normal
1391,new dog,Normal
1392,"before the hot sauce mv comes out, let's be mutual nctzen & wayzenni only yaa. help rt/like, thx before",Normal
1393,wake up i keep on duty,Normal
1394,I choose to love you in silence not because I'm a loser. Isn't the more lasting love the quiet love?,Normal
1395,Yatuan wants to meet Ryan,Normal
1396,Why are the eyes blurry?,Normal
1397,Disadvantage – no winning hand/lots of work/choking,Normal
1398,Who is megawati talking about? Does he know what he's talking about on twitter hehe,Normal
1399,"Hihiks, today is the last day of work",Normal
1400,"Do you think that if Corona is over, then there will be a concert, is it okay to watch it ”",Normal
1401,"OH MY GOD, I'M READY WHEN IT'S STARTING NTAR ANGST",Normal
1402,"I'm happy to have a comeback, not because I bought the album. But there's a lot of content, it's really full, mahðŸ¥ºâ",Normal
1403,"if it's really classic vinyl, I've never had one",Normal
1404,"Promise in the evening to pay. Yes udin, I'm waiting. Just be careful if bhng! ️",Normal
1405,"Tired, every time you fall in love, you meet a virtual one :)",Normal
1406,"hey, is there anything missing? ",Normal
1407,"Dark, light, what dim?",Normal
1408,"I thought it would be easier to gain weight at home, you know it's the same",Normal
1409,"Awareness sometimes comes when regret turns into something very scary, but the departure caused by mistakes is not easy to return.",Normal
1410,Singing pen. Is there anything you want to sing? Album a - z is all heartbroken,Normal
1411,"If you were given a choice when an idol comeback, would you choose the one with the forehead wearing a crop top? or exposed body (abs)?. Which one do you choose? Is there a reason?",Normal
1412,good luck with my presentation ™,Normal
1413,Dead is better.,Normal
1414,"This week, I'm only working for 2 days, wfo is really borne",Normal
1415,I'm so stupid,Normal
1416,why never thought there was a small portable aircond. hihh,Normal
1417,"""Whoever sells with two sales in one transaction, then for him the lowest price or usury."" (HR. Abu Daud &amp; Al-Hakim) Ramadan Increases Piety. ",Normal
1418,My love will still be there for you and stored neatly in this heart even though you are with him.,Normal
1419,"hey, those who like jbjb, let's be moots.. all fandom hehe. help like/rt, thank you â",Normal
1420,What kind of banana do you want to come back at if you have pkp tomorrow ™ƒ,Normal
1421,Bigwin before Eid Bismillah,Normal
1422,There service was good,Normal
1423,want birthday,Normal
1424,Morning guys. Have a productive Monday,Normal
1425,"ML! In your opinion, who is the most worth it starlight skin, guys?",Normal
1426,Is tl alive for dsmp sona art? :D,Normal
1427,Kim Seokjin...,Normal
1428,Hey I'm back,Normal
1429,I miss you,Normal
1430,this chick is so cute,Normal
1431,'™ morning bi! does anyone have au moonbae or not??,Normal
1432,Sorry for being late,Normal
1433,"Hurry up for sahur. where is my water? It's crazy how fast I cook, I want fried rice from the eye egg villageâ€ .. it's fun to play with these requests hahahah I'm not a wife yet",Normal
1434,"[bb] If after waxing, what should I wear? or what good?",Normal
1435,joder yoongi te amo granny,Normal
1436,we love ni-ki,Normal
1437,let's talk about this,Normal
1438,it's complicated,Normal
1439,"The closer I get to Eid, the more resigned I am to the exam, I don't know what to answer wkkwwk what's the deal ²ðŸ »",Normal
1440,Helloooooooo 7 hours left,Normal
1441,"Several times the chat doesn't work, ya Allah",Normal
1442,"The right gum is swollen when chewed it hurts a bit. If you chew the left one, the tooth has a hole hshshs really Alhamdulillah",Normal
1443,VERY PROUD OF ME HUHUUDUSUUDUSYS,Normal
1444,Have a blessed Monday,Normal
1445,-imf says he wants to MITM 100M let's streamðŸ˜©ðŸ'—,Normal
1446,jungkook yeager trending yuuh,Normal
1447,can take the physics quiz before the long holiday uhuy,Normal
1448,want to know my life story? come sit next to me. I will make coffee without sugar :)..-GUAMSS-,Normal
1449,"The medicine for joint pain in Medan's toes is BIO NERVE, which can be obtained at the Medan Bio Nerve Agent. WA 0895-6107-31100",Normal
1450,MANO a yaszou e MT linda pprt,Normal
1451,Gojou se vino en la cara de Getou uwu,Normal
1452,Another military drama ”but I want yan po yue.ðŸ',Normal
1453,oIYAA I PROMISE MYSELF IF YOU GET A UNIV WANT TO BUY THE ALBUM EHEHEHEHHEHEHEHHEHE OTW CO,Normal
1454,I burnumun diki,Normal
1455,kenjaku sai do corpo do getou agora,Normal
1456,What's the problem with him?,Normal
1457,Happy 15th debut anniversary Lee Min Ho oppaâ Lisianthus flower dedicated to minoz,Normal
1458,I think my cat is doing a secret mission. Don't come home from kmrn ©,Normal
1459,i love haknyeon,Normal
1460,"I really want to look like other people, the ones with the twt notifications are accommodated a lot... But I'm a crazy person who doesn't wear it.. I'm afraid there will be mutual reps and then I don't know and end up getting peanuts.. so in the end I can't collect much, that's the note: "")",Normal
1461,"your spirit to support dream's child 'ªðŸ »ðŸ˜‡ he became rich, I became poor too ”",Normal
1462,"Why is my life so much drama like this, I want to laugh but how come it's my life that I laugh at",Normal
1463,goku,Normal
1464,"Why did you enter the 7l trend, not 71. This is the one that misleads who is the bastard",Normal
1465,"When it's quiet, I say thank you for accompanying me, I can't stay long, I have to go I said why in a hurry, it's still raining, he said my task was over, I was confused. part 10",Normal
1466,boast.,Normal
1467,I want to feel the same as my boyfriend. .How does it feel?,Normal
1468,"Come on, does anyone have a tiktok account? if you can use fa",Normal
1469,"Hi, how are you mentally today?",Normal
1470,I want to collect photos of exo jameet,Normal
1471,There is a child as heavy as his father - Bimbo-,Normal
1472,"Tanyarl guys, please give a farewell gift idea for a male boss who wants to move offices",Normal
1473,I feel so damn guilty,Normal
1474,"it's ok, why is it tight for Eid",Normal
1475,Have you ever been in the third person? How does it feel? Sick? Oh really!,Normal
1476,pedri is love <3,Normal
1477,Why did I move to Bogor when I was approached by Bekasi children?,Normal
1478,"I want to lungo, grandma, sing atis atis",Normal
1479,I love you ,Normal
1480,"Jessica starred in the musical ""Legally Blonde"" as Elle Woods, the female lead in the drama",Normal
1481,"AAAAA, apparently the aqua lightening skin contains silicone, so if I apply it again, it makes my face white, it doesn't absorb so it's like whitecast doesn't go away",Normal
1482,"lm..come on, those who have big accounts offer to look for it again. drop specs and account conditions yaðŸ™",Normal
1483,"Willing to let himself get hurt because of waiting, for your success",Normal
1484,"hi patient, have a good day, frandaaa <3",Normal
1485,missed a lot of info already,Normal
1486,"it's useless to install and move, but the acc is not added",Normal
1487,lm â nit who can cv from d-ana to pay-pal. the same as taking care of payments on the patreon. because I don't know t___t,Normal
1488,"My children were given a no limit theme, why are there other bg covers there are a lot of good songs if you don't make new songs ”«",Normal
1489,I love you mom,Normal
1490,teuask~ does anyone still sell the album ch1-2 seal the 1st press or not?,Normal
1491,You are my love,Normal
1492,"Tanyarl. Guys, can you give a recommendation for a blurry ig filter or not, it's the same as an aesthetic one. Thank you",Normal
1493,"Don't flop pls. Nctzen & wayzenni, let's be mutual, if you can help rt/like it. Thanks!",Normal
1494,"Looking for an herbal acne remedy and get rid of acne fast? Acne soap ""RA"" is his choice and that has definitely been tested. CP : 085702244410",Normal
1495,I'm tired asu,Normal
1496,You are amazing person ,Normal
1497,Ask kpop. Is Junkyu really the same person during survival as the one who debuted? ². How come I don't believe it,Normal
1498,"When you're not fasting, what do you want to eat? :(",Normal
1499,"Oh god, lazy to go to the kitchen",Normal
1500,/beauty/ does anyone use nvtrishe serum or not?? Review dong,Normal
1501,Ct why the hell,Normal
1502,suzie in stranger things is just amazing,Normal
1503,"This doesn't exist, what do you want mutual? Yu can yu",Normal
1504,"Get the best price promo from KLM specifically for E-TAP and TA users, electra, PP to Europe starting from 7.3 million*...Date of Issued : 1 â€“ 14 May 2021 | Date of Travel : 1 May â€“ 28 Feb 2022.. For details, please call 021-27535388 or email to electra@sabretn.co.id",Normal
1505,Later in the evening huh??,Normal
1506,"There is no such thing as aid, there is the right of the people.ðŸ”¥",Normal
1507,Are you on holiday?,Normal
1508,"Asked about the task of the attached club, O Allah :)",Normal
1509,"I'm sorry, guys, I didn't help drop the template, I've already helped you with the link. but if you want to drop the template here, ok~ lia wants to rest first, yes, it's still early but after taking the medicine, so I want to rest first.. here, drop the tmplt brother, if you want",Normal
1510,Account test,Normal
1511,"Ask, guys, do you recommend games about cars that are fun, if you can go offline, thank you",Normal
1512,"If you're not at home, is it time for me to make ice milk?",Normal
1513,"Oh Allah, the trending 71 million seller. Amen, the next CB is that much amen",Normal
1514,fwb. What's more sad about today's room? M24 dom jkt,Normal
1515,"may i know the last eps aot in the anime, how many vols/chapters is it in the comics?",Normal
1516,-my6 haruu drop a photo of jae which you think is really cute £ again swinging to dowoon want to try to go back to jae huhu –,Normal
1517,how come my heart hurts lol,Normal
1518,"the video where the wife died due to covid, it's so sad, we're scared ©",Normal
1519,open the boom,Normal
1520,How to check people who don't follow us on Zee! How are you Peto?,Normal
1521,"It's been very cold since last night, luckily the chat room is warm.",Normal
1522,"-idm, let's all absent, diligently check the showbanned, don't forget, healthy, healthy twitter, if you vote hastag don't forget to say at least 3-5 words so you are not prone to getting banned, cheers",Normal
1523,na! how much is the market for the pisi mark cherry bomb?,Normal
1524,Do you think jaemin will update again or not?,Normal
1525,"BOSS! F2x wants HS sm M28+, does anyone want it, dom jkt",Normal
1526,maradona <3,Normal
1527,"/beauty/ guys, what do you usually drink or exercise when you are late? If you lose weight, does it affect your menstrual cycle or not? I'm more than a week late and it's even more stressful",Normal
1528,how much is it?,Normal
1529,"ttf! PC is made of doff, right?",Normal
1530,"pls don't floop˜£. want to find armyzen friends who like jbjb, come on other fandoms too! mutual yu? help rt/like thanks <3!",Normal
1531,When will the one with the account wake up,Normal
1532,"Gais sorry sorry, I should be silent. But I reply when there is a trigger.",Normal
1533,[hbl] MV txt that makes you mind blowing?,Normal
1534,FWB! Is there any f this Eid season in Bali? let's get in touch.. M 183/70,Normal
1535,"Excited....Last day of work coincides with iftar event..Alhamdulillah we will get money again, then holiday..yey",Normal
1536,"let's mutual! all fandom , like/rt ya tysm ^^",Normal
1537,"* What kind of anime jpf is very emotional, eh esmonic, emotional, emotional. EMOTIONAL!!!!",Normal
1538,"""Bribing in legal matters is kufr."" (HR. Ath-Thabrani and Ar-Rabii') #RamadhanMonth of Struggle.ðŸ'¯. #l547b",Normal
1539,,Normal
1540,I can't tell the difference between the truth and the lie,Normal
1541,uy What's sad about going to the room today? M24 dom jkt. Bills on me,Normal
1542,bye,Normal
1543,"Tea! Circlet for healers is it better for healing bonuses or according to the character, for example HP% or atk%? Has anyone tried the difference?",Normal
1544,"Good morning army!! Want to remind about voting later, don't forget to follow @.btsvotingorg so you don't miss any info about voting and when to start voting. there's also a time starting at v0te when to minimize the same questions in the base. if there is mutual (cont..)",Normal
1545,I'm hungry sis,Normal
1546,"[thaitea] Raikantopeni pussom tiwi ayuk kenpai , ani pai , sieng , renenghai , pussom tiwi ayuk to sepsanpi, puchon raka neknam",Normal
1547,sleepy pol,Normal
1548,thank god,Normal
1549,I want to do BJ,Normal
1550,Where are my glasses?,Normal
1551,yeuaipiiiiii,Normal
1552,let's prepare mentally,Normal
1553,"Beyb, what's the difference between a special verif and a verif? I want to try it. TIA! â™¡",Normal
1554,can anyone fix the account or not? huhuhu pleaseðŸ˜,Normal
1555,can't go to Eid prayer again huft,Normal
1556,ihhh gile if the co album itself from ktown is very expensive the shipping is gone. total shopping w 19.21 USD trs shipping is 20.07 USD.,Normal
1557,remember me and bananas imagining levi being a policeman at the homecoming guard post and hanging on reckless... in the end they got into a fight...,Normal
1558,i love ni-ki,Normal
1559,"0822-3060-4598, Benhut Blue Polos T-shirt, Blue Polos T-shirt Front and Back #kaospolos #kaosgildan",Normal
1560,"Be patient, tick :') remember, the installment hasn't been paid off yet.",Normal
1561,"Dreamies nunna is so proud of you guys, it's not in vain, I waited 5 years to get my 1st full album and then it's 7 dreams. You all deserve this. Thanks for our dreamzen fellas",Normal
1562,Monday's turn feels like Sunday,Normal
1563,THANKS TO CRES FOR PAIDING MY WL PC,Normal
1564,telepathy???????,Normal
1565,Alhamdulillah for our parents,Normal
1566,"""I'm proud to be married to you."" I said when I was expecting Koco",Normal
1567,"It's Mother's Day but I'm in pain from noon to night. I massaged at the new place, after that, I went to buy stuff and I got dizzy and dizzy for more than 2 hours. Until the house is brave, don't cook to open it. Pstu Hbs Isha, Tuam Ais' husband at 4 places who is crazy sick. skit relief. But still sick",Normal
1568,Hi! Text me,Normal
1569,why are my friends bored with life,Normal
1570,"-rek, please recommend a boarding house in the lontar area, if there is a price, yes. looking for it at mamikos is not comfortable, ehehe, thank you",Normal
1571,prayer circle that doesn't have a circle: may malia be able to beyyak,Normal
1572,Looks like I'm sorry on here....,Normal
1573,"monma sorry sas, now my type of flat guy is kang doojoon",Normal
1574,Angry angry then has a surprised mother,Normal
1575,Yoopo how to get rid of this sleep yaopoooo,Normal
1576,I want to make a fa.. but I'm afraid I won't take care of it ”,Normal
1577,"Don't explain yourself to anyone, because those who like you don't need that. And those who hate you don't believe it. ..[Ali bin Abi Talib]",Normal
1578,"It's even more difficult to make people go out on a date and keep flirting, gosh, the author is single and never fucks T__T",Normal
1579,Confused between defecating or sleeping,Normal
1580,"It's really quiet, isn't it '€. Is my Moots on Pulkam?",Normal
1581,HIS BD CARD KANON IS CUTE HSHSHSHS SAD NO FREE STAR,Normal
1582,"What's trending is wrong or not, because it's the letter i, not the number 1ðŸ˜",Normal
1583,what are you doing skks,Normal
1584,"Place: 12:34:57, 13.75C.",Normal
1585,Wake up dehydrated and drink immediately,Normal
1586,Where's the tiktok context?,Normal
1587,"those who don't use fb, their ass is tight",Normal
1588,"Whoever does not love then he will not be blessed..â€•HR. Bukhari no. 5997 and Muslim no. 2318.. Indeed, whoever does not love then he will not be loved..â€•HR. Bukhari: 5554 & Muslim: 4282.â Hadith Sahih",Normal
1589,"Let's go crazy together when mv dream is released, zimzalabim calls all nctzen wayzenni reveluv smstann let's have a good time! Unflop pleaseee help rt+like yaa tysm",Normal
1590,So far taxi drivers >>> mouse,Normal
1591,First time rt art objects but never mind,Normal
1592,for the sake of apaziii I don't take a day off,Normal
1593,Want to be free k mn2?? ..Try to disguise yourself as a foreigner..Wkwkwkwkwk,Normal
1594,"28 Ramadan 1442 H. There is still time for us to carry out zakat fitrah. For those who want to make payments, they can come to the official counter or make payments online",Normal
1595,Why are you opening the cupboard... it's not very polite,Normal
1596,I want to buy goods without having to look at the price tag first!,Normal
1597,"misbehavior, son e sopo to me jan jane",Normal
1598,I want to be fast but there are obstacles.,Normal
1599,miss hyunjehshsshshshh,Normal
1600,"I didn't make cakes at all, I just bought some snacks that my husband and I liked, the rest was sent by my mom and mba2. Don't make cake, don't make it a burden, can't make cake, don't be a thought. Just enjoy life.",Normal
1601,Lost track.. maybe he's tiredâ€¦,Normal
1602,Almost forgot tomorrow there will be an ethnic midterm ¡,Normal
